EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
740,56,Male,Divorced,3,Medical,Research & Development,Manager,4,Travel_Rarely,No,5256,18,1,3,1,6,2,2,2,2,0,1,2,2,1,4,3,80,1,Y,No
741,34,Female,Single,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,9749,14,1,7,1,3,1,1,1,0,0,2,4,2,4,4,3,80,1,Y,Yes
742,18,Male,Divorced,4,Technical Degree,Research & Development,Laboratory Technician,2,Travel_Frequently,No,3769,25,0,3,4,3,3,0,0,3,0,4,1,3,1,3,3,80,1,Y,No
743,35,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4862,21,0,1,3,19,3,1,1,0,4,2,3,3,2,2,3,80,1,Y,No
744,47,Female,Married,2,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,4346,20,3,9,3,3,0,0,0,0,6,4,4,4,1,4,3,80,1,Y,No
745,37,Female,Married,3,Life Sciences,Sales,Manager,3,Travel_Rarely,Yes,3896,25,0,17,3,7,7,1,0,3,1,2,3,3,3,2,3,80,1,Y,No
746,43,Female,Married,4,Marketing,Human Resources,Manager,2,Travel_Rarely,No,4497,16,1,24,1,10,4,0,0,0,5,3,4,3,2,2,3,80,1,Y,No
747,45,Male,Married,3,Medical,Research & Development,Laboratory Technician,3,Travel_Frequently,No,1847,20,2,29,1,16,8,1,1,0,2,1,4,2,1,3,3,80,1,Y,No
748,33,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,4029,23,1,13,1,3,3,3,3,1,3,3,4,4,1,3,3,80,1,Y,No
749,32,Male,Divorced,3,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,10967,21,0,1,3,14,2,1,1,2,0,3,2,3,2,2,3,80,1,Y,No
750,38,Male,Divorced,4,Other,Research & Development,Manager,3,Travel_Rarely,No,2756,20,0,17,3,9,4,1,1,4,1,2,3,3,4,3,3,80,1,Y,No
751,38,Male,Divorced,2,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,No,2592,11,0,4,4,14,14,11,1,0,6,3,4,2,4,3,4,80,1,Y,No
752,37,Male,Married,3,Life Sciences,Human Resources,Manager,1,Non-Travel,Yes,5098,19,0,11,3,19,0,0,0,0,5,3,3,3,4,3,3,80,1,Y,No
753,37,Male,Single,3,Medical,Research & Development,Research Scientist,4,Travel_Rarely,No,5253,21,3,6,1,27,11,5,4,2,3,3,3,2,2,2,3,80,1,Y,No
754,30,Female,Married,2,Medical,Research & Development,Manager,2,Travel_Rarely,Yes,6163,17,1,15,3,12,3,2,2,1,2,4,3,3,1,2,3,80,1,Y,No
755,43,Female,Divorced,3,Life Sciences,Sales,Manager,3,Travel_Rarely,No,4590,15,1,4,3,13,13,11,2,3,3,2,1,4,2,4,3,80,1,Y,No
756,42,Female,Single,2,Marketing,Research & Development,Healthcare Representative,2,Travel_Frequently,No,5131,16,0,1,2,11,11,2,0,1,2,3,1,4,1,4,3,80,1,Y,No
757,24,Male,Divorced,3,Marketing,Research & Development,Laboratory Technician,4,Travel_Rarely,No,3981,13,0,7,4,17,3,3,0,3,5,4,4,3,3,2,4,80,1,Y,No
758,33,Female,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,2285,23,0,1,1,11,8,0,0,2,0,4,3,4,4,3,3,80,1,Y,No
759,37,Male,Married,3,Technical Degree,Human Resources,Human Resources,2,Travel_Frequently,No,4708,19,0,29,1,2,1,1,0,0,4,4,1,1,2,4,4,80,1,Y,No
760,32,Female,Married,4,Medical,Research & Development,Research Scientist,5,Travel_Frequently,No,7591,12,1,6,4,15,15,1,0,3,2,2,4,4,2,3,4,80,1,Y,No
761,42,Female,Married,2,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,Yes,6694,22,0,7,2,14,3,2,1,3,0,4,3,3,2,4,3,80,1,Y,No
762,36,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,1725,20,0,21,4,4,4,0,0,1,3,3,4,3,4,4,3,80,1,Y,No
763,38,Male,Married,1,Medical,Sales,Sales Representative,2,Non-Travel,No,5716,11,1,8,2,8,8,8,0,0,5,1,1,4,3,3,3,80,1,Y,No
764,33,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,2876,24,3,3,3,24,12,4,1,0,6,4,4,4,4,1,3,80,1,Y,No
765,19,Male,Married,3,Medical,Sales,Manager,2,Travel_Rarely,Yes,11331,25,0,3,1,4,1,0,0,1,3,3,3,2,3,4,3,80,1,Y,Yes
766,18,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,5977,11,1,6,3,19,7,0,0,0,3,1,4,4,3,3,4,80,1,Y,No
767,42,Male,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,8414,20,0,18,0,3,3,2,0,3,5,1,1,1,1,1,4,80,1,Y,Yes
768,39,Male,Single,1,Human Resources,Human Resources,Manager,2,Travel_Frequently,Yes,4977,12,0,14,3,17,3,0,0,3,5,4,2,4,4,3,3,80,1,Y,No
769,40,Male,Single,3,Other,Research & Development,Manager,4,Travel_Rarely,No,4723,16,0,29,2,15,8,1,1,7,4,1,2,3,3,2,3,80,1,Y,Yes
770,38,Female,Divorced,1,Medical,Research & Development,Laboratory Technician,3,Travel_Frequently,No,12058,16,1,1,3,14,3,3,0,3,1,1,4,1,3,4,3,80,1,Y,No
771,38,Male,Single,5,Medical,Sales,Sales Representative,4,Travel_Frequently,No,8810,19,0,2,0,6,2,2,2,2,2,2,2,3,2,2,3,80,1,Y,No
772,45,Female,Married,2,Technical Degree,Research & Development,Healthcare Representative,4,Travel_Rarely,No,5274,20,0,1,4,16,12,10,4,3,6,1,3,3,1,3,3,80,1,Y,No
773,41,Female,Married,3,Marketing,Sales,Sales Representative,1,Travel_Frequently,No,4359,25,1,12,3,13,0,0,0,0,5,4,1,3,1,4,3,80,1,Y,No
774,46,Female,Single,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,Yes,1764,14,0,1,4,26,7,4,4,1,1,3,2,2,1,4,3,80,1,Y,No
775,38,Male,Single,3,Medical,Research & Development,Manager,2,Travel_Rarely,No,5971,18,0,1,2,6,2,2,2,1,3,3,2,2,4,4,3,80,1,Y,No
776,34,Female,Divorced,4,Medical,Sales,Sales Representative,4,Travel_Frequently,No,4556,14,1,7,2,21,0,0,0,0,6,4,4,4,4,3,3,80,1,Y,No
777,38,Female,Married,3,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,Yes,6852,13,0,4,1,3,1,1,0,1,4,3,4,2,4,4,3,80,1,Y,Yes
778,29,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,8223,14,1,11,4,9,6,2,1,0,0,2,4,3,3,3,3,80,1,Y,No
779,33,Female,Divorced,4,Marketing,Research & Development,Manager,4,Travel_Rarely,No,10298,11,1,6,3,8,8,8,4,1,4,4,4,3,3,4,4,80,1,Y,No
780,38,Male,Single,1,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Frequently,Yes,6016,19,0,4,2,7,0,0,0,0,5,2,1,1,1,3,4,80,1,Y,No
781,38,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,5,Travel_Rarely,Yes,2623,21,0,4,4,9,0,0,0,0,1,2,4,3,1,4,3,80,1,Y,No
782,36,Female,Married,4,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,1353,25,1,18,1,22,16,4,0,13,3,3,3,3,4,3,3,80,1,Y,No
783,24,Male,Married,2,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,Yes,2996,15,0,4,3,14,0,0,0,0,6,4,4,3,1,2,3,80,1,Y,No
784,42,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Frequently,No,10939,17,2,3,2,20,15,2,2,1,6,4,1,3,3,2,3,80,1,Y,No
785,44,Female,Divorced,1,Medical,Sales,Manager,2,Travel_Rarely,Yes,14677,13,0,3,2,11,1,1,1,1,6,4,4,3,3,4,3,80,1,Y,Yes
786,51,Male,Divorced,4,Technical Degree,Human Resources,Human Resources,3,Travel_Rarely,No,4261,15,1,1,2,21,9,0,0,8,2,4,1,2,3,4,3,80,1,Y,No
787,40,Female,Single,3,Medical,Research & Development,Manager,3,Travel_Rarely,No,2045,23,2,17,3,12,2,2,2,2,4,4,2,4,4,3,4,80,1,Y,No
788,37,Male,Single,2,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,No,3330,20,1,1,4,13,13,10,0,4,1,4,1,2,2,3,3,80,1,Y,No
789,27,Male,Divorced,3,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,9727,24,0,21,2,19,8,0,0,0,1,1,1,4,4,4,3,80,1,Y,No
790,50,Female,Married,3,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,3447,14,1,2,1,22,3,3,0,0,0,2,3,3,3,2,3,80,1,Y,No
791,39,Female,Single,3,Medical,Sales,Sales Executive,3,Travel_Rarely,No,6998,17,1,20,5,16,0,0,0,0,2,3,4,4,4,2,3,80,1,Y,No
792,38,Female,Divorced,2,Medical,Research & Development,Research Scientist,4,Travel_Rarely,No,5437,15,1,14,1,17,9,3,2,0,6,3,4,3,4,3,3,80,1,Y,No
793,34,Female,Married,3,Other,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,7525,12,0,7,4,21,6,1,1,1,1,1,2,2,1,2,3,80,1,Y,Yes
794,34,Female,Married,4,Human Resources,Research & Development,Manager,2,Travel_Rarely,Yes,14629,13,1,9,1,8,0,0,0,0,2,2,1,4,2,3,3,80,1,Y,No
795,43,Male,Single,3,Life Sciences,Sales,Manager,1,Travel_Rarely,No,7001,18,0,3,2,5,0,0,0,0,3,2,2,1,4,3,3,80,1,Y,No
796,27,Female,Married,2,Life Sciences,Human Resources,Manager,3,Travel_Rarely,No,5367,13,0,7,4,13,11,1,1,9,5,3,4,2,2,4,3,80,1,Y,No
797,51,Male,Married,4,Marketing,Human Resources,Human Resources,2,Travel_Rarely,No,15631,25,1,3,7,24,2,0,0,1,4,4,1,2,2,1,3,80,1,Y,No
798,49,Female,Single,2,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,6061,17,0,4,1,13,7,0,0,0,1,4,3,4,3,2,3,80,1,Y,No
799,33,Male,Married,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,3054,15,1,13,1,16,4,0,0,4,3,4,1,3,3,2,3,80,1,Y,Yes
800,29,Female,Married,3,Life Sciences,Human Resources,Manager,1,Travel_Rarely,No,7424,17,2,2,1,13,13,0,0,1,0,4,3,3,3,3,3,80,1,Y,No
801,18,Male,Divorced,3,Life Sciences,Research & Development,Manager,4,Travel_Rarely,No,6428,20,2,16,4,17,17,0,0,8,2,3,1,3,3,2,3,80,1,Y,No
802,25,Male,Divorced,3,Medical,Sales,Sales Executive,2,Travel_Rarely,Yes,4085,19,1,4,3,40,40,3,3,2,5,2,1,3,3,2,3,80,1,Y,No
803,43,Male,Single,3,Medical,Research & Development,Laboratory Technician,5,Non-Travel,No,3602,17,1,6,0,15,1,1,1,1,3,2,2,4,3,3,3,80,1,Y,No
804,39,Male,Married,3,Other,Research & Development,Healthcare Representative,1,Travel_Rarely,No,4109,24,0,25,3,18,13,0,0,1,2,3,2,3,4,2,3,80,1,Y,No
805,41,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,No,3571,16,1,10,2,2,2,0,0,2,6,1,2,4,2,2,3,80,1,Y,No
806,20,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4190,22,0,9,2,6,6,5,0,1,6,3,3,2,1,3,3,80,1,Y,Yes
807,33,Female,Married,3,Medical,Human Resources,Human Resources,3,Travel_Rarely,No,2964,23,0,11,2,4,4,0,0,4,5,3,1,2,2,4,3,80,1,Y,No
808,49,Male,Single,2,Life Sciences,Human Resources,Human Resources,1,Travel_Frequently,No,6196,11,1,22,3,22,0,0,0,0,2,2,1,3,4,3,3,80,1,Y,No
809,36,Male,Married,1,Other,Research & Development,Research Scientist,2,Travel_Rarely,Yes,5923,14,0,2,3,18,18,0,0,1,1,4,2,3,1,4,3,80,1,Y,No
810,25,Female,Single,1,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,Yes,6045,18,0,8,2,13,0,0,0,0,2,3,4,3,3,4,3,80,1,Y,No
811,35,Male,Single,5,Other,Human Resources,Manager,1,Non-Travel,No,4734,11,1,4,1,25,8,0,0,2,3,2,3,3,3,2,3,80,1,Y,Yes
812,30,Female,Married,5,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,4417,16,0,1,4,13,10,1,1,3,0,3,4,2,4,3,4,80,1,Y,No
813,40,Male,Divorced,1,Technical Degree,Sales,Sales Executive,3,Travel_Rarely,Yes,11674,12,0,1,3,15,11,6,1,4,1,3,2,3,4,3,3,80,1,Y,No
814,37,Female,Single,3,Medical,Human Resources,Manager,1,Travel_Rarely,No,5117,25,0,3,1,4,1,0,0,0,4,2,2,3,4,3,3,80,1,Y,No
815,41,Male,Married,2,Human Resources,Human Resources,Human Resources,3,Non-Travel,Yes,10490,23,1,7,1,13,4,4,2,0,0,1,1,2,1,3,4,80,1,Y,No
816,26,Male,Single,5,Medical,Research & Development,Manager,2,Travel_Frequently,No,2703,19,1,19,1,12,12,1,0,11,3,3,3,3,1,3,3,80,1,Y,No
817,32,Female,Divorced,2,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,6998,18,1,14,3,2,2,2,2,1,1,4,3,2,1,4,3,80,1,Y,No
818,46,Male,Married,3,Medical,Research & Development,Research Scientist,2,Travel_Rarely,No,3162,19,0,7,1,11,4,0,0,1,5,3,4,3,2,4,3,80,1,Y,No
819,24,Female,Single,2,Technical Degree,Sales,Sales Representative,4,Travel_Frequently,Yes,3520,19,1,1,1,13,2,0,0,2,5,4,4,2,2,2,4,80,1,Y,No
820,27,Male,Single,3,Human Resources,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3838,24,1,3,4,6,4,3,1,1,2,4,2,4,2,2,3,80,1,Y,No
821,38,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3696,23,0,4,4,15,15,0,0,5,6,1,2,3,1,2,4,80,1,Y,No
822,39,Female,Single,3,Life Sciences,Sales,Manager,3,Travel_Rarely,No,3707,12,0,8,2,9,4,4,1,2,0,3,1,2,4,3,3,80,1,Y,No
823,32,Male,Single,3,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,10202,12,1,1,2,5,5,2,2,5,1,2,2,3,4,3,3,80,1,Y,No
824,34,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,No,5050,19,1,6,0,16,3,3,0,1,4,2,4,4,3,3,3,80,1,Y,No
825,41,Male,Married,1,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Frequently,No,5625,12,1,20,5,14,4,0,0,0,6,3,1,3,4,4,3,80,1,Y,No
826,44,Female,Married,3,Life Sciences,Human Resources,Human Resources,2,Travel_Frequently,Yes,3735,14,0,11,3,24,0,0,0,0,4,3,4,4,1,2,3,80,1,Y,No
827,27,Female,Single,4,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,8218,12,1,14,0,8,2,2,2,1,4,1,3,2,1,2,3,80,1,Y,No
828,40,Male,Married,4,Marketing,Research & Development,Manufacturing Director,1,Travel_Rarely,No,6081,11,0,10,5,11,4,4,4,2,5,4,3,4,2,4,4,80,1,Y,No
829,50,Male,Married,4,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,No,4083,22,0,2,2,12,7,1,1,6,1,4,1,3,4,3,3,80,1,Y,No
830,35,Female,Single,3,Medical,Research & Development,Research Scientist,4,Travel_Rarely,Yes,1899,23,0,1,4,8,4,4,1,4,0,4,3,2,3,3,4,80,1,Y,No
831,27,Female,Married,3,Life Sciences,Sales,Manager,1,Travel_Rarely,Yes,5595,21,2,15,3,2,2,2,1,2,2,2,3,3,4,3,3,80,1,Y,No
832,26,Female,Single,3,Other,Research & Development,Manager,2,Travel_Rarely,No,6942,24,1,10,1,14,3,3,3,1,0,4,2,4,2,3,3,80,1,Y,No
833,35,Female,Divorced,2,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,2731,20,1,7,2,29,1,1,1,1,2,2,2,4,4,4,3,80,1,Y,No
834,46,Male,Married,3,Marketing,Sales,Manager,3,Travel_Rarely,No,4116,17,1,1,2,18,18,2,2,0,0,1,1,3,2,3,3,80,1,Y,No
835,36,Female,Married,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,6783,22,0,8,2,26,5,0,0,5,0,4,3,2,3,1,3,80,1,Y,No
836,38,Female,Single,1,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,1914,21,1,1,1,18,0,0,0,0,1,3,2,3,4,2,3,80,1,Y,No
837,28,Male,Single,1,Human Resources,Human Resources,Manager,2,Travel_Rarely,Yes,3329,15,1,1,1,9,0,0,0,0,4,3,3,2,4,4,3,80,1,Y,No
838,45,Male,Married,2,Marketing,Research & Development,Manager,2,Travel_Rarely,No,6161,13,0,3,3,25,25,0,0,2,6,3,3,1,4,3,3,80,1,Y,No
839,26,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Frequently,No,9537,18,0,5,5,19,1,1,0,0,4,1,2,3,1,4,4,80,1,Y,No
840,32,Female,Single,3,Medical,Research & Development,Healthcare Representative,5,Travel_Frequently,No,18241,15,0,1,1,11,11,8,4,2,4,3,3,4,3,3,3,80,1,Y,Yes
841,42,Male,Single,3,Medical,Sales,Sales Representative,2,Travel_Rarely,No,15917,11,0,1,2,14,0,0,0,0,6,2,2,3,4,3,3,80,1,Y,No
842,18,Female,Married,4,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5357,19,0,11,1,17,17,0,0,0,4,3,3,2,2,2,3,80,1,Y,No
843,38,Male,Married,2,Marketing,Sales,Sales Executive,1,Travel_Rarely,No,3675,24,0,7,3,22,14,14,4,1,0,2,1,3,3,4,3,80,1,Y,No
844,27,Female,Single,2,Marketing,Human Resources,Human Resources,4,Travel_Rarely,Yes,8551,24,1,6,1,13,5,5,0,5,4,4,1,4,1,3,3,80,1,Y,No
845,37,Male,Married,5,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,3546,15,0,5,3,0,0,0,0,0,0,3,2,3,1,3,3,80,1,Y,No
846,33,Male,Married,3,Medical,Research & Development,Healthcare Representative,1,Non-Travel,No,3111,13,0,29,1,14,2,0,0,2,2,3,4,3,3,3,3,80,1,Y,No
847,55,Male,Married,4,Medical,Sales,Sales Representative,2,Travel_Rarely,No,4092,16,1,1,0,3,3,0,0,0,3,4,1,4,3,3,3,80,1,Y,No
848,33,Female,Married,3,Medical,Human Resources,Human Resources,5,Travel_Rarely,Yes,3795,18,0,1,1,21,4,3,3,4,6,3,2,4,2,1,3,80,1,Y,No
849,53,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,6295,12,2,9,2,4,2,2,1,2,6,1,2,2,2,3,3,80,1,Y,No
850,42,Female,Single,2,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,3423,21,1,1,1,1,0,0,0,0,3,1,1,2,3,3,3,80,1,Y,No
851,29,Male,Single,4,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,5172,24,0,8,4,6,6,6,1,0,2,3,4,4,3,2,4,80,1,Y,No
852,39,Female,Married,1,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,12797,13,0,7,3,5,5,5,2,4,0,2,3,3,2,4,3,80,1,Y,No
853,34,Male,Married,3,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,5288,17,0,29,2,9,2,1,0,0,6,3,4,2,4,4,3,80,1,Y,No
854,39,Male,Married,3,Medical,Human Resources,Manager,3,Travel_Rarely,Yes,12210,12,0,19,1,4,0,0,0,0,4,2,1,3,1,3,3,80,1,Y,No
855,30,Male,Divorced,3,Life Sciences,Sales,Manager,1,Non-Travel,No,10109,21,0,26,3,36,36,0,0,5,1,2,2,3,3,2,3,80,1,Y,No
856,52,Male,Divorced,4,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,7010,21,0,1,2,4,4,2,1,1,0,3,4,4,2,3,4,80,1,Y,No
857,45,Female,Single,1,Life Sciences,Sales,Manager,1,Travel_Rarely,No,3973,22,0,18,3,9,9,0,0,1,0,4,3,2,3,2,3,80,1,Y,No
858,37,Male,Divorced,3,Marketing,Research & Development,Healthcare Representative,2,Travel_Rarely,No,9175,15,1,1,5,22,4,2,1,0,6,3,2,3,3,4,3,80,1,Y,No
859,52,Male,Married,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,4230,19,0,9,4,7,0,0,0,0,2,4,3,4,3,3,3,80,1,Y,No
860,37,Male,Single,2,Life Sciences,Sales,Manager,2,Travel_Rarely,No,4908,24,1,11,1,15,2,2,2,0,2,4,4,3,4,4,3,80,1,Y,No
861,46,Male,Divorced,4,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,5991,17,0,1,2,2,2,1,0,2,1,2,1,2,4,3,3,80,1,Y,Yes
862,37,Male,Divorced,3,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,No,4898,24,1,9,5,15,12,3,1,0,4,2,3,4,1,3,3,80,1,Y,No
863,40,Male,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3190,24,0,1,2,20,7,5,1,4,3,4,2,3,3,3,3,80,1,Y,No
864,36,Female,Single,5,Life Sciences,Research & Development,Manager,4,Travel_Rarely,Yes,1965,23,1,3,2,22,2,2,0,2,5,4,4,3,2,3,4,80,1,Y,No
865,37,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,8738,13,0,22,1,24,24,12,2,3,4,3,3,3,4,4,3,80,1,Y,No
866,38,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,6920,12,1,1,1,16,2,2,0,2,4,4,1,1,3,4,3,80,1,Y,No
867,30,Male,Married,4,Medical,Sales,Sales Representative,5,Travel_Rarely,Yes,1750,20,0,1,1,40,40,9,0,4,5,1,2,4,1,3,4,80,1,Y,No
868,33,Male,Single,3,Medical,Sales,Sales Executive,2,Travel_Rarely,Yes,3139,19,1,5,2,38,38,1,1,2,5,2,4,3,3,3,3,80,1,Y,No
869,35,Female,Divorced,5,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,5472,19,0,17,4,4,1,1,1,1,0,3,4,3,4,3,3,80,1,Y,No
870,39,Female,Married,2,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,6409,19,1,1,0,13,2,2,2,2,1,3,2,2,1,2,3,80,1,Y,No
871,36,Male,Married,4,Medical,Research & Development,Manager,1,Travel_Rarely,Yes,1976,20,0,3,1,6,4,4,0,4,6,1,3,3,3,2,4,80,1,Y,No
872,47,Male,Married,3,Life Sciences,Sales,Manager,2,Non-Travel,No,4658,13,0,20,3,16,7,0,0,4,0,2,3,4,3,3,3,80,1,Y,No
873,44,Male,Married,4,Medical,Research & Development,Research Scientist,4,Travel_Rarely,No,6793,11,0,1,2,30,5,0,0,0,2,1,1,4,2,2,4,80,1,Y,Yes
874,35,Female,Single,3,Medical,Research & Development,Laboratory Technician,1,Non-Travel,No,3980,19,0,3,5,24,24,3,0,2,5,3,1,4,3,4,3,80,1,Y,No
875,49,Female,Divorced,4,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,Yes,5730,17,1,13,1,22,9,1,1,2,3,4,3,3,1,2,3,80,1,Y,No
876,53,Female,Married,5,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,Yes,3668,12,3,7,1,1,1,1,1,1,6,4,2,3,4,3,3,80,1,Y,No
877,18,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,5,Travel_Rarely,No,8480,16,0,16,5,10,0,0,0,0,1,3,2,3,4,3,3,80,1,Y,No
878,45,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,3042,21,1,1,5,12,8,8,2,2,6,3,4,4,4,4,3,80,1,Y,No
879,30,Female,Divorced,4,Medical,Sales,Manager,4,Travel_Rarely,Yes,2476,19,1,22,2,11,1,1,1,1,1,3,3,3,3,3,3,80,1,Y,No
880,44,Male,Divorced,2,Medical,Sales,Manager,2,Travel_Rarely,No,5000,18,1,24,4,25,10,0,0,0,4,1,2,3,1,4,4,80,1,Y,No
881,48,Male,Divorced,1,Other,Sales,Sales Executive,2,Non-Travel,Yes,2079,21,0,1,2,5,2,2,0,2,0,2,1,2,2,3,3,80,1,Y,No
882,29,Male,Married,3,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,No,1389,22,0,1,1,13,2,2,0,0,4,1,3,2,3,4,3,80,1,Y,No
883,20,Female,Divorced,3,Marketing,Sales,Manager,4,Travel_Rarely,No,9416,16,2,29,4,0,0,0,0,0,4,4,3,3,4,2,4,80,1,Y,No
884,44,Female,Single,2,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,2722,16,0,5,4,14,8,5,0,0,1,4,3,4,4,3,3,80,1,Y,Yes
885,38,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Frequently,No,2207,18,1,7,0,15,0,0,0,0,3,3,2,2,3,4,3,80,1,Y,Yes
886,21,Male,Married,2,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,Yes,3019,19,1,8,5,10,10,0,0,0,2,3,3,1,3,4,3,80,1,Y,No
887,59,Female,Single,2,Medical,Research & Development,Research Scientist,4,Travel_Rarely,No,2939,18,0,14,3,14,4,4,1,4,4,1,4,2,4,2,3,80,1,Y,No
888,42,Male,Married,2,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,4513,11,0,15,2,10,10,0,0,3,5,3,2,4,4,3,3,80,1,Y,No
889,43,Male,Married,2,Medical,Sales,Manager,1,Travel_Rarely,No,2550,25,1,1,1,6,6,0,0,1,3,3,2,3,3,3,4,80,1,Y,No
890,49,Male,Married,2,Marketing,Sales,Sales Executive,2,Travel_Rarely,Yes,6627,12,0,2,2,3,0,0,0,0,5,3,4,2,3,3,3,80,1,Y,No
891,31,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,7242,16,0,18,5,10,10,3,3,3,4,2,1,3,3,3,3,80,1,Y,No
892,38,Female,Divorced,2,Medical,Human Resources,Manager,2,Travel_Rarely,Yes,2287,18,0,15,1,0,0,0,0,0,3,4,2,3,4,1,3,80,1,Y,No
893,25,Male,Single,5,Life Sciences,Research & Development,Manufacturing Director,3,Non-Travel,No,3391,25,3,8,2,4,4,1,0,2,0,3,1,3,4,4,3,80,1,Y,No
894,31,Female,Married,3,Medical,Research & Development,Manager,1,Non-Travel,No,3590,14,0,29,3,4,1,0,0,0,5,4,2,3,2,2,4,80,1,Y,No
895,40,Male,Divorced,2,Marketing,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,4451,22,1,11,6,9,9,1,1,1,2,4,2,2,3,4,3,80,1,Y,No
