EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,Attrition,AttritionBinary,AgeBand,SalaryBand,TenureBand,JobSatisfactionLabel,WLBLabel,RiskScore,RiskCategory
654,22,Male,Divorced,3,Marketing,Research & Development,Manufacturing Director,1,Travel_Rarely,No,5341,15,0,1,1,10,4,2,0,4,1,2,4,3,4,3,3,No,0,18-25,Mid (3-6K),3-5 yrs,2-Medium,3-Better,2,Medium Risk
655,32,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,3,Non-Travel,No,4877,23,1,15,4,11,7,4,1,6,1,1,4,2,3,3,3,No,0,26-35,Mid (3-6K),6-10 yrs,1-Low,2-Good,2,Medium Risk
656,30,Male,Single,5,Life Sciences,Sales,Manager,1,Travel_Rarely,No,5300,11,0,7,2,12,5,1,1,2,0,2,2,2,1,1,3,No,0,26-35,Mid (3-6K),3-5 yrs,2-Medium,2-Good,3,Medium Risk
657,25,Male,Divorced,2,Technical Degree,Sales,Sales Executive,5,Travel_Rarely,No,3935,20,1,8,0,13,4,2,0,1,2,3,3,1,3,3,3,No,0,18-25,Mid (3-6K),3-5 yrs,3-High,1-Bad,1,Low Risk
658,54,Female,Divorced,1,Other,Research & Development,Manufacturing Director,1,Travel_Frequently,Yes,1877,11,0,15,3,15,12,8,2,0,6,3,4,3,4,3,3,No,0,46-60,Low (<3K),10+ yrs,3-High,3-Better,2,Medium Risk
659,41,Male,Single,4,Medical,Research & Development,Manager,2,Travel_Rarely,No,3873,18,0,3,3,19,9,0,0,2,2,4,1,3,3,3,3,No,0,36-45,Mid (3-6K),6-10 yrs,4-Very High,3-Better,1,Low Risk
660,40,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,6511,14,2,1,3,18,4,3,0,2,5,1,3,2,2,4,3,No,0,36-45,High (6-10K),3-5 yrs,1-Low,2-Good,2,Medium Risk
661,51,Female,Married,3,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,4527,23,0,1,2,4,0,0,0,0,4,1,3,2,1,1,3,No,0,46-60,Mid (3-6K),0-2 yrs,1-Low,2-Good,4,High Risk
662,39,Female,Married,2,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,6216,14,0,11,5,22,0,0,0,0,5,4,1,4,4,4,4,No,0,36-45,High (6-10K),0-2 yrs,4-Very High,4-Best,2,Medium Risk
663,30,Female,Single,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,3456,24,0,8,2,11,11,11,0,5,6,2,2,4,3,3,3,No,0,26-35,Mid (3-6K),10+ yrs,2-Medium,4-Best,2,Medium Risk
664,21,Male,Married,3,Medical,Sales,Manager,2,Non-Travel,No,8924,19,0,2,2,5,5,0,0,4,3,1,1,3,2,2,3,No,0,18-25,High (6-10K),3-5 yrs,1-Low,3-Better,2,Medium Risk
665,29,Male,Married,3,Life Sciences,Sales,Manager,2,Travel_Rarely,Yes,1060,12,1,1,3,9,4,4,1,1,5,4,3,4,2,3,4,No,0,26-35,Low (<3K),3-5 yrs,4-Very High,4-Best,1,Low Risk
666,50,Female,Divorced,3,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,5350,15,0,1,3,7,7,1,1,3,6,4,4,3,4,3,4,No,0,46-60,Mid (3-6K),6-10 yrs,4-Very High,3-Better,1,Low Risk
667,25,Male,Married,3,Technical Degree,Sales,Sales Representative,1,Travel_Rarely,No,11040,16,0,8,4,13,13,0,0,0,3,2,3,2,3,4,3,No,0,18-25,Very High (>10K),10+ yrs,2-Medium,2-Good,3,Medium Risk
668,40,Male,Married,5,Marketing,Sales,Manager,1,Travel_Frequently,No,12071,16,0,1,6,16,6,0,0,0,6,4,1,1,1,3,3,No,0,36-45,Very High (>10K),6-10 yrs,4-Very High,1-Bad,2,Medium Risk
669,46,Male,Divorced,5,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,4276,20,0,1,4,10,10,4,3,6,2,3,1,2,1,4,3,No,0,46-60,Mid (3-6K),6-10 yrs,3-High,2-Good,2,Medium Risk
670,39,Female,Single,4,Medical,Sales,Manager,2,Travel_Frequently,No,2217,22,0,4,2,14,10,8,1,4,0,4,3,4,4,3,3,No,0,36-45,Low (<3K),6-10 yrs,4-Very High,4-Best,1,Low Risk
671,40,Male,Single,5,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,11157,24,0,10,1,17,3,3,1,3,1,4,2,3,3,3,3,No,0,36-45,Very High (>10K),3-5 yrs,4-Very High,3-Better,1,Low Risk
672,42,Female,Divorced,2,Other,Human Resources,Manager,2,Travel_Frequently,Yes,4764,13,0,10,4,2,2,2,2,0,2,1,3,3,1,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,1-Low,3-Better,4,High Risk
673,40,Male,Single,4,Life Sciences,Sales,Manager,1,Travel_Rarely,No,4467,20,0,5,1,12,11,7,6,9,2,3,1,2,3,2,3,No,0,36-45,Mid (3-6K),10+ yrs,3-High,2-Good,2,Medium Risk
674,51,Male,Divorced,3,Human Resources,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,2876,16,2,10,1,13,3,0,0,0,0,1,4,3,3,3,3,No,0,46-60,Low (<3K),3-5 yrs,1-Low,3-Better,2,Medium Risk
675,27,Male,Single,4,Technical Degree,Research & Development,Research Scientist,5,Travel_Rarely,No,2321,20,2,6,2,16,16,4,2,8,0,1,4,4,4,3,4,No,0,26-35,Low (<3K),10+ yrs,1-Low,4-Best,1,Low Risk
676,39,Male,Single,2,Medical,Human Resources,Human Resources,2,Travel_Rarely,No,6893,20,0,29,4,1,0,0,0,0,3,4,4,4,2,4,3,No,0,36-45,High (6-10K),0-2 yrs,4-Very High,4-Best,3,Medium Risk
677,20,Female,Divorced,4,Life Sciences,Sales,Manager,3,Travel_Rarely,No,7346,15,0,1,5,5,0,0,0,0,6,3,2,1,2,3,3,Yes,1,18-25,High (6-10K),0-2 yrs,3-High,1-Bad,3,Medium Risk
678,18,Female,Married,1,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,5546,22,1,8,5,18,18,0,0,1,2,3,3,3,1,3,3,No,0,18-25,Mid (3-6K),10+ yrs,3-High,3-Better,1,Low Risk
679,36,Male,Married,2,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,3107,18,1,6,3,7,7,1,1,0,6,4,2,1,2,2,3,No,0,36-45,Mid (3-6K),6-10 yrs,4-Very High,1-Bad,1,Low Risk
680,41,Female,Single,4,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,2594,14,3,1,3,15,3,3,0,2,2,4,4,3,2,3,3,No,0,36-45,Low (<3K),3-5 yrs,4-Very High,3-Better,0,Low Risk
681,51,Female,Single,4,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,2081,23,0,12,2,14,9,0,0,9,4,4,1,3,1,4,3,Yes,1,46-60,Low (<3K),6-10 yrs,4-Very High,3-Better,1,Low Risk
682,58,Male,Divorced,3,Medical,Sales,Sales Executive,2,Travel_Rarely,No,3511,20,1,2,5,14,7,4,4,1,1,3,4,2,1,2,3,No,0,46-60,Mid (3-6K),6-10 yrs,3-High,2-Good,1,Low Risk
683,48,Female,Married,3,Life Sciences,Sales,Sales Executive,3,Travel_Frequently,No,2687,20,2,4,2,21,5,5,5,3,4,2,3,4,4,1,3,No,0,46-60,Low (<3K),3-5 yrs,2-Medium,4-Best,1,Low Risk
684,43,Female,Married,2,Other,Research & Development,Healthcare Representative,3,Non-Travel,No,1762,13,0,4,6,16,0,0,0,0,4,1,4,1,4,3,3,Yes,1,36-45,Low (<3K),0-2 yrs,1-Low,1-Bad,4,High Risk
685,38,Male,Single,3,Life Sciences,Human Resources,Manager,4,Travel_Rarely,No,7264,16,0,2,4,13,11,6,1,3,1,2,4,4,1,1,3,No,0,36-45,High (6-10K),10+ yrs,2-Medium,4-Best,2,Medium Risk
686,23,Male,Married,1,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,No,2227,20,0,5,3,14,14,4,0,1,2,2,2,2,3,3,3,Yes,1,18-25,Low (<3K),10+ yrs,2-Medium,2-Good,3,Medium Risk
687,35,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,8869,24,0,5,2,20,1,0,0,1,3,3,4,3,3,3,3,No,0,26-35,High (6-10K),0-2 yrs,3-High,3-Better,2,Medium Risk
688,48,Male,Divorced,3,Life Sciences,Sales,Manager,3,Travel_Rarely,No,6225,19,0,12,4,21,13,6,5,0,6,3,2,4,1,3,4,No,0,46-60,High (6-10K),10+ yrs,3-High,4-Best,1,Low Risk
689,45,Male,Married,5,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,Yes,5864,24,1,13,3,14,14,1,1,2,1,4,4,2,1,3,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,2-Good,2,Medium Risk
690,25,Female,Married,3,Other,Sales,Sales Representative,3,Travel_Rarely,Yes,13348,18,0,1,3,5,5,1,1,5,0,3,4,3,3,4,3,No,0,18-25,Very High (>10K),3-5 yrs,3-High,3-Better,2,Medium Risk
691,42,Female,Married,3,Life Sciences,Research & Development,Manager,4,Travel_Rarely,No,2272,20,0,8,0,17,7,0,0,0,2,3,4,3,2,3,3,No,0,36-45,Low (<3K),6-10 yrs,3-High,3-Better,1,Low Risk
692,41,Male,Married,3,Marketing,Research & Development,Research Scientist,4,Travel_Frequently,No,8302,18,2,20,0,3,3,3,1,3,1,2,1,2,3,2,3,No,0,36-45,High (6-10K),3-5 yrs,2-Medium,2-Good,3,Medium Risk
693,40,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,4110,13,0,1,3,14,2,2,1,1,1,1,2,3,3,3,3,Yes,1,36-45,Mid (3-6K),0-2 yrs,1-Low,3-Better,4,High Risk
694,36,Female,Single,2,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,No,20000,11,0,5,2,22,8,1,1,0,5,2,4,3,1,2,3,No,0,36-45,Very High (>10K),6-10 yrs,2-Medium,3-Better,2,Medium Risk
695,42,Male,Single,4,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,3910,13,0,12,2,13,13,0,0,1,6,4,4,4,3,3,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,4-Best,1,Low Risk
696,43,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3549,24,0,8,4,12,7,7,1,7,1,2,1,4,2,3,3,No,0,36-45,Mid (3-6K),6-10 yrs,2-Medium,4-Best,2,Medium Risk
697,31,Female,Single,3,Marketing,Sales,Manager,3,Travel_Rarely,No,6344,13,0,1,1,11,5,5,0,5,3,3,1,3,2,1,3,No,0,26-35,High (6-10K),3-5 yrs,3-High,3-Better,1,Low Risk
698,41,Female,Single,1,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,4335,24,2,4,4,19,1,1,1,0,4,3,2,3,3,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,3-Better,1,Low Risk
699,35,Female,Married,1,Medical,Sales,Manager,2,Non-Travel,No,3117,22,0,6,2,11,0,0,0,0,4,1,4,4,4,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,1-Low,4-Best,3,Medium Risk
700,23,Male,Married,3,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,2745,16,1,29,1,8,4,0,0,1,5,2,4,3,2,3,3,No,0,18-25,Low (<3K),3-5 yrs,2-Medium,3-Better,2,Medium Risk
701,31,Male,Married,4,Marketing,Research & Development,Manager,3,Non-Travel,No,11789,23,0,1,3,0,0,0,0,0,1,3,2,2,1,3,3,No,0,26-35,Very High (>10K),0-2 yrs,3-High,2-Good,3,Medium Risk
702,22,Female,Married,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,2445,13,2,29,2,11,5,0,0,5,1,2,1,3,4,3,3,No,0,18-25,Low (<3K),3-5 yrs,2-Medium,3-Better,2,Medium Risk
703,45,Female,Divorced,2,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,Yes,5618,12,1,4,1,10,3,0,0,3,4,4,3,4,4,2,3,No,0,36-45,Mid (3-6K),3-5 yrs,4-Very High,4-Best,1,Low Risk
704,40,Male,Married,1,Marketing,Sales,Manager,5,Travel_Frequently,Yes,9262,22,2,2,4,9,9,2,0,5,3,3,2,3,4,4,3,No,0,36-45,High (6-10K),6-10 yrs,3-High,3-Better,1,Low Risk
705,33,Male,Divorced,5,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,9534,25,0,4,1,2,2,2,2,2,2,3,4,3,2,3,3,No,0,26-35,High (6-10K),0-2 yrs,3-High,3-Better,2,Medium Risk
706,49,Female,Single,3,Medical,Human Resources,Human Resources,1,Travel_Rarely,No,3425,19,1,8,5,6,6,2,0,0,4,4,3,2,1,4,3,No,0,46-60,Mid (3-6K),6-10 yrs,4-Very High,2-Good,1,Low Risk
707,37,Male,Single,5,Medical,Research & Development,Manager,1,Travel_Frequently,No,4342,16,2,2,2,6,5,0,0,0,1,3,3,4,4,3,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,4-Best,0,Low Risk
708,24,Male,Married,1,Human Resources,Research & Development,Manufacturing Director,2,Travel_Rarely,No,3865,15,1,3,2,10,0,0,0,0,3,4,4,3,2,3,3,No,0,18-25,Mid (3-6K),0-2 yrs,4-Very High,3-Better,1,Low Risk
709,33,Female,Single,5,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,1956,22,0,17,3,10,0,0,0,0,6,2,3,3,1,3,3,No,0,26-35,Low (<3K),0-2 yrs,2-Medium,3-Better,4,High Risk
710,51,Male,Single,4,Medical,Research & Development,Manufacturing Director,2,Travel_Frequently,No,6785,13,0,29,1,10,2,2,1,2,3,3,2,1,3,3,3,No,0,46-60,High (6-10K),0-2 yrs,3-High,1-Bad,4,High Risk
711,30,Male,Single,5,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,5029,17,0,3,2,29,14,0,0,1,6,2,4,2,2,3,3,No,0,26-35,Mid (3-6K),10+ yrs,2-Medium,2-Good,3,Medium Risk
712,39,Male,Married,1,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,11665,17,0,1,2,7,1,1,1,0,5,2,2,4,2,4,3,Yes,1,36-45,Very High (>10K),0-2 yrs,2-Medium,4-Best,3,Medium Risk
713,43,Female,Married,4,Medical,Research & Development,Manager,3,Travel_Frequently,Yes,2999,14,1,14,4,8,8,2,2,2,1,1,4,4,2,2,3,No,0,36-45,Low (<3K),6-10 yrs,1-Low,4-Best,2,Medium Risk
714,42,Male,Married,3,Life Sciences,Research & Development,Manager,4,Travel_Rarely,No,9444,20,1,8,2,25,25,3,0,13,0,3,1,2,4,3,4,No,0,36-45,High (6-10K),10+ yrs,3-High,2-Good,1,Low Risk
715,59,Male,Single,3,Medical,Research & Development,Manager,1,Travel_Rarely,No,9853,12,1,1,2,22,10,3,2,6,3,2,4,1,3,3,3,No,0,46-60,High (6-10K),6-10 yrs,2-Medium,1-Bad,2,Medium Risk
716,26,Female,Married,3,Marketing,Human Resources,Manager,4,Travel_Frequently,No,5055,12,0,26,2,2,1,1,1,0,4,2,1,3,3,3,4,No,0,26-35,Mid (3-6K),0-2 yrs,2-Medium,3-Better,4,High Risk
717,27,Male,Single,4,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,1336,23,0,1,3,20,16,1,1,8,0,4,1,1,3,3,3,No,0,26-35,Low (<3K),10+ yrs,4-Very High,1-Bad,2,Medium Risk
718,26,Male,Married,5,Life Sciences,Human Resources,Human Resources,1,Travel_Frequently,No,3613,25,0,8,1,0,0,0,0,0,5,4,2,2,3,4,3,No,0,26-35,Mid (3-6K),0-2 yrs,4-Very High,2-Good,3,Medium Risk
719,34,Male,Married,3,Life Sciences,Sales,Sales Representative,2,Non-Travel,No,14350,22,0,4,6,33,4,2,0,1,2,3,4,4,4,4,3,No,0,26-35,Very High (>10K),3-5 yrs,3-High,4-Best,1,Low Risk
720,46,Male,Married,3,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,5873,18,1,7,2,25,15,2,2,1,4,4,4,4,1,2,3,No,0,46-60,Mid (3-6K),10+ yrs,4-Very High,4-Best,0,Low Risk
721,27,Female,Divorced,3,Life Sciences,Human Resources,Manager,1,Travel_Rarely,Yes,7450,14,0,2,2,15,7,5,3,3,5,4,2,1,3,3,4,No,0,26-35,High (6-10K),6-10 yrs,4-Very High,1-Bad,3,Medium Risk
722,47,Female,Divorced,3,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,4658,17,1,10,1,17,3,0,0,3,6,3,1,3,2,3,4,No,0,46-60,Mid (3-6K),3-5 yrs,3-High,3-Better,0,Low Risk
723,37,Female,Married,3,Medical,Sales,Sales Representative,4,Travel_Rarely,Yes,4298,13,1,28,2,14,2,2,0,2,5,2,2,2,3,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,2-Good,5,High Risk
724,27,Female,Divorced,3,Marketing,Research & Development,Healthcare Representative,1,Non-Travel,No,1602,19,2,5,2,5,3,1,1,3,5,4,2,2,3,2,3,No,0,26-35,Low (<3K),3-5 yrs,4-Very High,2-Good,1,Low Risk
725,21,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,7917,20,0,6,5,20,4,1,0,0,1,3,4,2,1,1,3,Yes,1,18-25,High (6-10K),3-5 yrs,3-High,2-Good,3,Medium Risk
726,23,Female,Divorced,1,Marketing,Research & Development,Manufacturing Director,3,Travel_Rarely,No,9393,19,0,2,3,21,2,0,0,1,0,2,3,3,3,4,3,No,0,18-25,High (6-10K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
727,31,Female,Married,4,Other,Sales,Sales Executive,1,Travel_Rarely,Yes,2777,17,0,20,0,24,24,4,0,7,5,3,4,1,3,3,4,No,0,26-35,Low (<3K),10+ yrs,3-High,1-Bad,4,High Risk
728,35,Male,Married,4,Life Sciences,Research & Development,Research Scientist,2,Travel_Frequently,Yes,4414,17,0,29,1,18,18,4,0,4,5,2,4,3,2,3,4,No,0,26-35,Mid (3-6K),10+ yrs,2-Medium,3-Better,4,High Risk
729,49,Male,Married,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,4071,11,1,13,2,14,14,10,1,2,5,4,3,2,1,4,3,No,0,46-60,Mid (3-6K),10+ yrs,4-Very High,2-Good,1,Low Risk
730,44,Male,Single,5,Medical,Sales,Sales Executive,1,Travel_Frequently,No,6323,20,1,7,3,10,3,1,0,0,4,2,4,2,2,2,3,No,0,36-45,High (6-10K),3-5 yrs,2-Medium,2-Good,2,Medium Risk
731,29,Male,Married,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,Yes,3545,18,0,28,2,8,8,1,0,0,5,4,2,2,3,3,3,No,0,26-35,Mid (3-6K),6-10 yrs,4-Very High,2-Good,4,High Risk
732,40,Male,Divorced,2,Marketing,Research & Development,Healthcare Representative,1,Travel_Frequently,No,8593,12,0,1,1,21,16,5,0,1,3,4,1,4,3,3,3,No,0,36-45,High (6-10K),10+ yrs,4-Very High,4-Best,1,Low Risk
733,51,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,5129,18,1,5,1,23,13,4,0,0,1,3,4,3,4,3,4,No,0,46-60,Mid (3-6K),10+ yrs,3-High,3-Better,0,Low Risk
734,53,Female,Single,5,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,1064,21,0,6,4,3,3,3,1,2,0,3,2,4,2,3,3,No,0,46-60,Low (<3K),3-5 yrs,3-High,4-Best,1,Low Risk
735,34,Female,Married,5,Life Sciences,Research & Development,Research Scientist,2,Travel_Frequently,Yes,6410,23,1,6,1,17,0,0,0,0,3,2,1,3,2,4,3,No,0,26-35,High (6-10K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
736,45,Male,Divorced,3,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,8935,12,2,14,2,18,0,0,0,0,5,1,4,2,3,3,3,No,0,36-45,High (6-10K),0-2 yrs,1-Low,2-Good,3,Medium Risk
737,49,Male,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,2462,11,1,9,6,6,6,0,0,6,6,1,3,3,3,2,4,No,0,46-60,Low (<3K),6-10 yrs,1-Low,3-Better,2,Medium Risk
738,23,Female,Married,2,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,No,6280,25,1,1,1,18,7,2,0,4,1,4,3,1,3,3,3,No,0,18-25,High (6-10K),6-10 yrs,4-Very High,1-Bad,1,Low Risk
739,32,Female,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,14734,21,1,3,1,13,13,0,0,0,1,3,3,3,2,3,3,No,0,26-35,Very High (>10K),10+ yrs,3-High,3-Better,1,Low Risk
740,56,Male,Divorced,3,Medical,Research & Development,Manager,4,Travel_Rarely,No,5256,18,1,3,1,6,2,2,2,2,0,1,2,2,1,4,3,No,0,46-60,Mid (3-6K),0-2 yrs,1-Low,2-Good,3,Medium Risk
741,34,Female,Single,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,9749,14,1,7,1,3,1,1,1,0,0,2,4,2,4,4,3,Yes,1,26-35,High (6-10K),0-2 yrs,2-Medium,2-Good,4,High Risk
742,18,Male,Divorced,4,Technical Degree,Research & Development,Laboratory Technician,2,Travel_Frequently,No,3769,25,0,3,4,3,3,0,0,3,0,4,1,3,1,3,3,No,0,18-25,Mid (3-6K),3-5 yrs,4-Very High,3-Better,1,Low Risk
743,35,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4862,21,0,1,3,19,3,1,1,0,4,2,3,3,2,2,3,No,0,26-35,Mid (3-6K),3-5 yrs,2-Medium,3-Better,2,Medium Risk
744,47,Female,Married,2,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,4346,20,3,9,3,3,0,0,0,0,6,4,4,4,1,4,3,No,0,46-60,Mid (3-6K),0-2 yrs,4-Very High,4-Best,2,Medium Risk
745,37,Female,Married,3,Life Sciences,Sales,Manager,3,Travel_Rarely,Yes,3896,25,0,17,3,7,7,1,0,3,1,2,3,3,3,2,3,No,0,36-45,Mid (3-6K),6-10 yrs,2-Medium,3-Better,4,High Risk
746,43,Female,Married,4,Marketing,Human Resources,Manager,2,Travel_Rarely,No,4497,16,1,24,1,10,4,0,0,0,5,3,4,3,2,2,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,3-Better,1,Low Risk
747,45,Male,Married,3,Medical,Research & Development,Laboratory Technician,3,Travel_Frequently,No,1847,20,2,29,1,16,8,1,1,0,2,1,4,2,1,3,3,No,0,36-45,Low (<3K),6-10 yrs,1-Low,2-Good,3,Medium Risk
748,33,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,4029,23,1,13,1,3,3,3,3,1,3,3,4,4,1,3,3,No,0,26-35,Mid (3-6K),3-5 yrs,3-High,4-Best,0,Low Risk
749,32,Male,Divorced,3,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,10967,21,0,1,3,14,2,1,1,2,0,3,2,3,2,2,3,No,0,26-35,Very High (>10K),0-2 yrs,3-High,3-Better,2,Medium Risk
750,38,Male,Divorced,4,Other,Research & Development,Manager,3,Travel_Rarely,No,2756,20,0,17,3,9,4,1,1,4,1,2,3,3,4,3,3,No,0,36-45,Low (<3K),3-5 yrs,2-Medium,3-Better,3,Medium Risk
751,38,Male,Divorced,2,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,No,2592,11,0,4,4,14,14,11,1,0,6,3,4,2,4,3,4,No,0,36-45,Low (<3K),10+ yrs,3-High,2-Good,2,Medium Risk
752,37,Male,Married,3,Life Sciences,Human Resources,Manager,1,Non-Travel,Yes,5098,19,0,11,3,19,0,0,0,0,5,3,3,3,4,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,3-Better,3,Medium Risk
753,37,Male,Single,3,Medical,Research & Development,Research Scientist,4,Travel_Rarely,No,5253,21,3,6,1,27,11,5,4,2,3,3,3,2,2,2,3,No,0,36-45,Mid (3-6K),10+ yrs,3-High,2-Good,1,Low Risk
754,30,Female,Married,2,Medical,Research & Development,Manager,2,Travel_Rarely,Yes,6163,17,1,15,3,12,3,2,2,1,2,4,3,3,1,2,3,No,0,26-35,High (6-10K),3-5 yrs,4-Very High,3-Better,1,Low Risk
755,43,Female,Divorced,3,Life Sciences,Sales,Manager,3,Travel_Rarely,No,4590,15,1,4,3,13,13,11,2,3,3,2,1,4,2,4,3,No,0,36-45,Mid (3-6K),10+ yrs,2-Medium,4-Best,1,Low Risk
756,42,Female,Single,2,Marketing,Research & Development,Healthcare Representative,2,Travel_Frequently,No,5131,16,0,1,2,11,11,2,0,1,2,3,1,4,1,4,3,No,0,36-45,Mid (3-6K),10+ yrs,3-High,4-Best,1,Low Risk
757,24,Male,Divorced,3,Marketing,Research & Development,Laboratory Technician,4,Travel_Rarely,No,3981,13,0,7,4,17,3,3,0,3,5,4,4,3,3,2,4,No,0,18-25,Mid (3-6K),3-5 yrs,4-Very High,3-Better,1,Low Risk
758,33,Female,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,2285,23,0,1,1,11,8,0,0,2,0,4,3,4,4,3,3,No,0,26-35,Low (<3K),6-10 yrs,4-Very High,4-Best,1,Low Risk
759,37,Male,Married,3,Technical Degree,Human Resources,Human Resources,2,Travel_Frequently,No,4708,19,0,29,1,2,1,1,0,0,4,4,1,1,2,4,4,No,0,36-45,Mid (3-6K),0-2 yrs,4-Very High,1-Bad,4,High Risk
760,32,Female,Married,4,Medical,Research & Development,Research Scientist,5,Travel_Frequently,No,7591,12,1,6,4,15,15,1,0,3,2,2,4,4,2,3,4,No,0,26-35,High (6-10K),10+ yrs,2-Medium,4-Best,1,Low Risk
761,42,Female,Married,2,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,Yes,6694,22,0,7,2,14,3,2,1,3,0,4,3,3,2,4,3,No,0,36-45,High (6-10K),3-5 yrs,4-Very High,3-Better,2,Medium Risk
762,36,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,1725,20,0,21,4,4,4,0,0,1,3,3,4,3,4,4,3,No,0,36-45,Low (<3K),3-5 yrs,3-High,3-Better,2,Medium Risk
763,38,Male,Married,1,Medical,Sales,Sales Representative,2,Non-Travel,No,5716,11,1,8,2,8,8,8,0,0,5,1,1,4,3,3,3,No,0,36-45,Mid (3-6K),6-10 yrs,1-Low,4-Best,1,Low Risk
764,33,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,2876,24,3,3,3,24,12,4,1,0,6,4,4,4,4,1,3,No,0,26-35,Low (<3K),10+ yrs,4-Very High,4-Best,0,Low Risk
765,19,Male,Married,3,Medical,Sales,Manager,2,Travel_Rarely,Yes,11331,25,0,3,1,4,1,0,0,1,3,3,3,2,3,4,3,Yes,1,18-25,Very High (>10K),0-2 yrs,3-High,2-Good,4,High Risk
